"","ID","NP","location","auc_np","pH","treatment","gwc","block","timepoint"
"292","713",0.39901,"Rubona",248.498029374631,5.6,"Napier + Desmodium",0.159235669,2,6
"293","714",0.09905,"Rubona",317.414321041457,NA,"Brachiaria + Desmodium",0.159498208,2,6
"294","715",0.065551,"Rubona",207.670357784103,5.33,"maize monoculture",0.167408727,3,6
"295","716",0.099649,"Rubona",-40.0943919042326,5.34,"Napier grass",0.156669651,3,6
"296","717",0.18987,"Rubona",365.2863098191,5.74,"Brachiaria cv. Mulato II",0.184021544,3,6
"297","718",0.21044,"Rubona",80.6566542245452,5.34,"Desmodium distortum",0.182882883,3,6
"298","719",0.10753,"Rubona",280.004589376596,5.39,"Maize + Desmodium",0.1776028,3,6
"299","720",0.13547,"Rubona",355.657544185505,5.42,"Napier + Desmodium",0.16146789,3,6
"300","721",0.09813,"Rubona",56.8530204632178,5.54,"Brachiaria + Desmodium",0.163179916,3,6
"301","722",0.22293,"Rubona",376.249284258022,5.05,"maize monoculture",0.157798165,4,6
"302","723",0.074871,"Rubona",115.436586139711,5.29,"Napier grass",0.155060353,4,6
"303","724",0.039744,"Rubona",245.38524786104,5.35,"Brachiaria cv. Mulato II",0.14986124,4,6
"304","725",0.042558,"Rubona",164.440216090517,5.22,"Desmodium distortum",0.140611354,4,6
"305","726",0.15124,"Rubona",91.1002878713209,5.21,"Maize + Desmodium",0.174872666,4,6
"306","727",0.096031,"Rubona",159.605819528854,5.26,"Napier + Desmodium",0.142218247,4,6
"307","728",0.1321,"Rubona",324.520529515406,5.78,"Brachiaria + Desmodium",0.136067102,4,6
"308","729",0.052576,"Karama",335.304598121946,5.88,"maize monoculture",0.101754386,1,6
"309","730",0.027577,"Karama",384.675947147112,5.99,"Napier grass",0.117050691,1,6
"310","731",0.065507,"Karama",512.615912863798,6.06,"Brachiaria cv. Mulato II",0.158362989,1,6
"311","732",-0.035958,"Karama",530.230569505898,6.13,"Desmodium distortum",0.12010919,1,6
"312","733",0.16152,"Karama",352.454673165891,6.16,"Maize + Desmodium",0.117967332,1,6
"313","734",0.093332,"Karama",583.248012033713,6.34,"Napier + Desmodium",0.112701252,1,6
"314","735",0.27893,"Karama",511.231356256393,6.09,"Brachiaria + Desmodium",0.116031887,1,6
"315","736",0.33117,"Karama",576.869655620583,5.85,"maize monoculture",0.107843137,2,6
"316","737",0.0029727,"Karama",352.735806612289,6.77,"Napier grass",0.115420129,2,6
"317","738",0.03474,"Karama",419.98793666452,6.45,"Brachiaria cv. Mulato II",0.125113327,2,6
"318","739",-0.0088463,"Karama",584.396308282811,6.21,"Desmodium distortum",0.131702728,2,6
"319","740",0.054833,"Karama",385.434823427713,5.96,"Maize + Desmodium",0.117647059,2,6
"320","741",0.084181,"Karama",404.497416197057,6.25,"Napier + Desmodium",0.130314233,2,6
"321","742",0.027776,"Karama",295.935147822685,5.93,"Brachiaria + Desmodium",0.120580236,2,6
"322","743",0.12673,"Karama",308.385579671067,6.22,"maize monoculture",0.107376284,3,6
"323","744",0.12268,"Karama",384.802410438131,6.15,"Napier grass",0.122065728,3,6
"324","745",0.035014,"Karama",289.024854624032,6.15,"Brachiaria cv. Mulato II",0.129502573,3,6
"325","746",0.078089,"Karama",367.796823051053,5.85,"Desmodium distortum",0.114695341,3,6
"326","747",0.13572,"Karama",443.962692105485,6.19,"Maize + Desmodium",0.098143236,3,6
"327","748",0.156,"Karama",486.867228773501,6.25,"Napier + Desmodium",0.127320955,3,6
"328","749",0.076399,"Karama",363.884913165852,6.29,"Brachiaria + Desmodium",0.114901257,3,6
"329","750",0.050537,"Karama",259.603380339009,6.31,"maize monoculture",0.108156028,4,6
"330","751",0.065323,"Karama",427.449085362856,6.49,"Napier grass",0.122854562,4,6
"331","752",0.057787,"Karama",356.563263244853,6.47,"Brachiaria cv. Mulato II",0.134683099,4,6
"332","753",0.019383,"Karama",357.194216101313,6.48,"Desmodium distortum",0.099910794,4,6
"333","754",0.064884,"Karama",334.287851083786,6.25,"Maize + Desmodium",0.108991826,4,6
"334","755",0.061752,"Karama",453.233400769683,6.11,"Napier + Desmodium",0.122130395,4,6
"335","756",0.04177,"Karama",450.570249455793,5.94,"Brachiaria + Desmodium",0.117540687,4,6
