"sample","gwc","timepoint","date","location","treatment","block","truesoil","NPOC","TN"
606,0.138418079,5,"1/20/21","Rubona","Napier + Desmodium",1,8.589971751,2.66589400914572,20.3535222894082
556,0.129970902,4,"12/7/20","Karama","Brachiaria + Desmodium",4,8.743792435,0.365075936756706,26.4262140147965
607,0.141491396,5,"1/20/21","Rubona","Brachiaria + Desmodium",1,8.576500956,4.85727222555171,27.3874563086388
601,0.115238095,5,"1/20/21","Rubona","maize monoculture",1,8.847619048,15.836731064938,17.77897570286
608,0.112714157,5,"1/20/21","Rubona","maize monoculture",2,8.881731289,8.0489829498287,17.3234697632923
602,0.116037736,5,"1/20/21","Rubona","Napier grass",1,8.857301887,8.00403154711822,22.4874215637018
609,0.125564589,5,"1/20/21","Rubona","Napier grass",2,8.779331527,9.44570552721089,19.7866478031761
603,0.138548539,5,"1/20/21","Rubona","Brachiaria cv. Mulato II",1,8.571442036,5.8209359455051,22.4099565778397
604,0.123062899,5,"1/20/21","Rubona","Desmodium distortum",1,8.813217867,3.97925800567991,19.5245518446421
605,0.125803489,5,"1/20/21","Rubona","Maize + Desmodium",1,8.741965106,2.77655231172498,22.9981413474313
638,0.142311366,5,"1/19/21","Karama","Brachiaria cv. Mulato II",2,8.594040115,8.56655174775685,65.7690859527788
639,0.142722117,5,"1/19/21","Karama","Desmodium distortum",2,8.581351607,13.1529569717596,68.4245210287341
640,0.145235893,5,"1/19/21","Karama","Maize + Desmodium",2,8.530545791,7.06781955727756,65.658966877455
634,0.130761994,5,"1/19/21","Karama","Napier + Desmodium",1,8.683687676,20.2955504985558,64.6315565996157
641,0.142206016,5,"1/19/21","Karama","Napier + Desmodium",2,8.595095716,12.3109339401014,67.8015101873578
635,0.131477927,5,"1/19/21","Karama","Brachiaria + Desmodium",1,8.659165067,10.8190416088203,66.4765944290492
642,0.135234591,5,"1/19/21","Karama","Brachiaria + Desmodium",2,8.647654094,8.31077371780624,65.6700277337355
636,0.13253012,5,"1/19/21","Karama","maize monoculture",2,8.70939759,11.0267134388735,65.5846149042971
643,0.139745917,5,"1/19/21","Karama","maize monoculture",3,8.628348457,10.2002139543536,66.7364887918798
637,0.132518797,5,"1/19/21","Karama","Napier grass",2,8.67481203,14.2500275943076,66.8208664703326
644,0.13562387,5,"1/19/21","Karama","Napier grass",3,8.669692586,11.002736065339,64.4950616550852
651,0.150837989,5,"1/19/21","Karama","Napier grass",4,8.500111732,8.68834387574381,62.7552368822626
645,0.159366263,5,"1/19/21","Karama","Brachiaria cv. Mulato II",3,8.397931034,11.6663387124486,68.9706843486282
652,0.16462841,5,"1/19/21","Karama","Brachiaria cv. Mulato II",4,8.37042333,13.3025720918317,69.8155900914654
646,0.130434783,5,"1/19/21","Karama","Desmodium distortum",3,8.669565217,9.24734409227531,66.4432938723946
653,0.124882629,5,"1/19/21","Karama","Desmodium distortum",4,8.759924883,3.75008257117537,65.4668007029875
647,0.127134725,5,"1/19/21","Karama","Maize + Desmodium",3,8.719924099,9.09344568720941,65.4113770458264
654,0.139194139,5,"1/19/21","Karama","Maize + Desmodium",4,8.616666667,8.50658916269591,66.3631166419108
648,0.161230196,5,"1/19/21","Karama","Napier + Desmodium",3,8.379310345,11.6482308161322,70.9874068281322
655,0.165085389,5,"1/19/21","Karama","Napier + Desmodium",4,8.382542694,11.0495216742178,70.1594309869872
649,0.132246377,5,"1/19/21","Karama","Brachiaria + Desmodium",3,8.703568841,5.85690121760153,65.4417656761467
656,0.132093023,5,"1/19/21","Karama","Brachiaria + Desmodium",4,8.696427907,8.66191984880141,64.9158650930754
650,0.119536128,5,"1/19/21","Karama","maize monoculture",4,8.787029438,6.50460314516167,62.7122416121402
701,0.115238095,6,"2/11/21","Rubona","maize monoculture",1,8.085052174,12.514077676465,68.9728172273242
708,0.112714157,6,"2/11/21","Rubona","maize monoculture",2,8.209366391,10.257124278715,65.3523573253507
702,0.116037736,6,"2/11/21","Rubona","Napier grass",1,8.384006908,9.07528098484711,67.1181966969146
709,0.125564589,6,"2/11/21","Rubona","Napier grass",2,8.189543726,11.7630826522314,65.3484687154835
703,0.138548539,6,"2/11/21","Rubona","Brachiaria cv. Mulato II",1,8.338192771,10.2590571910871,66.2152966277931
710,0.127697842,6,"2/11/21","Rubona","Brachiaria cv. Mulato II",2,8.504260949,11.3331894657839,63.3930821393531
704,0.123062899,6,"2/11/21","Rubona","Desmodium distortum",1,8.445253533,6.90691923873527,66.1581795703097
711,0.131509267,6,"2/11/21","Rubona","Desmodium distortum",2,8.5428051,8.98756680007168,65.0395952864688
705,0.125803489,6,"2/11/21","Rubona","Maize + Desmodium",1,8.445559701,9.1238188391489,64.9567743197278
712,0.128916741,6,"2/11/21","Rubona","Maize + Desmodium",2,8.249107304,13.3274949499267,64.5656549064006
706,0.138418079,6,"2/11/21","Rubona","Napier + Desmodium",1,8.311947319,7.87774707958631,68.0427686253508
713,0.127984718,6,"2/11/21","Rubona","Napier + Desmodium",2,8.390828025,13.0474283258396,66.2833733602217
707,0.141491396,6,"2/11/21","Rubona","Brachiaria + Desmodium",1,8.36152815,11.747282742904,68.7540425361649
714,0.136078782,6,"2/11/21","Rubona","Brachiaria + Desmodium",2,8.421827957,16.5645051579406,69.4110285254191
715,0.14,6,"2/11/21","Rubona","maize monoculture",3,8.359216385,12.5836539738913,65.4225509673962
716,0.151140684,6,"2/11/21","Rubona","Napier grass",3,8.475470009,10.294233658926,63.0682262789928
717,0.132162662,6,"2/11/21","Rubona","Brachiaria cv. Mulato II",3,8.151624776,157.038461197705,69.3791741238849
718,0.146364495,6,"2/11/21","Rubona","Desmodium distortum",3,8.203855856,11.8437545796994,65.4435191089351
719,0.132606721,6,"2/11/21","Rubona","Maize + Desmodium",3,8.207524059,16.4126040133965,68.2343403476857
721,0.138760407,6,"2/11/21","Rubona","Brachiaria + Desmodium",3,8.393305439,3.69207513664261,31.5247069370154
722,0.119161106,6,"2/11/21","Rubona","maize monoculture",4,8.405174312,1.22548728971288,36.8205387263156
723,0.1272052,6,"2/11/21","Rubona","Napier grass",4,8.449396472,2.65901988817718,31.6346387339771
724,0.122467772,6,"2/11/21","Rubona","Brachiaria cv. Mulato II",4,8.543894542,-0.137716511760559,33.810165751468
725,0.118023788,6,"2/11/21","Rubona","Desmodium distortum",4,8.636855895,2.88646748839895,32.6350275215932
726,0.125919118,6,"2/11/21","Rubona","Maize + Desmodium",4,8.284278438,4.18661085649067,35.5299562355504
720,0.147675479,6,"2/11/21","Rubona","Napier + Desmodium",3,8.37693578,-0.987205841724764,35.0704069756161
727,0.124314442,6,"2/11/21","Rubona","Napier + Desmodium",4,8.603550984,-1.09288473752361,31.2447080085543
734,0.130761994,6,"2/10/21","Karama","Napier + Desmodium",1,8.890733453,3.46334565645179,38.4262366462871
728,0.118811881,6,"2/10/21","Rubona","Brachiaria + Desmodium",4,8.622050326,-2.94155321707854,33.9248537245478
735,0.131477927,6,"2/10/21","Karama","Brachiaria + Desmodium",1,8.857360496,0.317616882245093,37.1403566233537
729,0.120799273,6,"2/10/21","Karama","maize monoculture",1,8.946526316,-4.06266187955597,33.0077138324632
736,0.13253012,6,"2/10/21","Karama","maize monoculture",2,8.90372549,10.9600495921609,33.5403795976448
730,0.148351648,6,"2/10/21","Karama","Napier grass",1,8.829493088,2.41066226783781,34.5186223082566
737,0.132518797,6,"2/10/21","Karama","Napier grass",2,8.819261311,96.9438735762341,37.152163859933
731,0.135359116,6,"2/10/21","Karama","Brachiaria cv. Mulato II",1,8.416370107,9.6165130865763,37.2979008297797
738,0.142311366,6,"2/10/21","Karama","Brachiaria cv. Mulato II",2,8.731368994,-1.30254510505108,37.9523936063691
732,0.13320647,6,"2/10/21","Karama","Desmodium distortum",1,8.834103731,-1.74461867341406,36.7315624912031
739,0.142722117,6,"2/10/21","Karama","Desmodium distortum",2,8.682972719,0.335341701410549,44.726874825178
733,0.134191176,6,"2/10/21","Karama","Maize + Desmodium",1,8.846787659,-1.0238614557905,34.5584421478977
740,0.145235893,6,"2/10/21","Karama","Maize + Desmodium",2,8.814705882,-0.429656906705872,36.7542760049873
747,0.127134725,6,"2/10/21","Karama","Maize + Desmodium",3,9.063660477,1.32123217153641,34.6575079242491
741,0.142206016,6,"2/10/21","Karama","Napier + Desmodium",2,8.688160813,6.72470451903331,37.9347607185676
748,0.161230196,6,"2/10/21","Karama","Napier + Desmodium",3,8.761697613,5.06600895185734,39.1641219022683
742,0.135234591,6,"2/10/21","Karama","Brachiaria + Desmodium",2,8.820580236,2.30699420040815,35.9337589996462
749,0.132246377,6,"2/10/21","Karama","Brachiaria + Desmodium",3,8.85983842,65.7771248197918,33.1146883280294
743,0.139745917,6,"2/10/21","Karama","maize monoculture",3,8.926237162,1.16498696121107,34.7724466738533
750,0.119536128,6,"2/10/21","Karama","maize monoculture",4,8.900602837,8.31854215778679,31.9997752897689
744,0.13562387,6,"2/10/21","Karama","Napier grass",3,8.753004695,1.11488554175962,36.8808123040584
751,0.150837989,6,"2/10/21","Karama","Napier grass",4,8.753911472,0.540821302088534,37.97170608411
745,0.159366263,6,"2/10/21","Karama","Brachiaria cv. Mulato II",3,8.739794168,-0.658781149385974,35.2625269859611
752,0.16462841,6,"2/10/21","Karama","Brachiaria cv. Mulato II",4,8.627209507,-0.832956255484837,36.3968608028551
746,0.130434783,6,"2/10/21","Karama","Desmodium distortum",3,8.844193548,-1.86515752442404,36.7952856589414
753,0.124882629,6,"2/10/21","Karama","Desmodium distortum",4,8.982890277,-6.82087403879911,35.2660280193705
754,0.139194139,6,"2/10/21","Karama","Maize + Desmodium",4,8.918991826,17.9607686688736,35.4443517199607
755,0.165085389,6,"2/10/21","Karama","Napier + Desmodium",4,8.822589532,3.26676998833186,39.054356088218
756,0.132093023,6,"2/10/21","Karama","Brachiaria + Desmodium",4,8.815768535,4.72762628086477,37.6044312399069
